state,county_state,county_fips_code,urbanicity_2,65_plus_yn,COUNT
ND,"BOWMAN, ND",38011,Non-metro counties,N,691
VA,"MECKLENBURG, VA",51117,Non-metro counties,Y,1265
CO,"PROWERS, CO",08099,Non-metro counties,N,2635
TX,"OKLAHOMA, OK",40109,Metro counties,N,132
TN,"FREDERICK, MD",24021,Metro counties,N,3
MN,"CARVER, MN",27019,Metro counties,N,28906
VT,"SULLIVAN, NH",33019,Non-metro counties,N,352
PA,"SCHUYLKILL, PA",42107,Non-metro counties,Y,7818
ME,"FRANKLIN, ME",23007,Non-metro counties,Y,1225
LA,"ST. MARTIN, LA",22099,Metro counties,Y,2425
CA,"KINGS, CA",06031,Metro counties,N,61940
IL,"MASSAC, IL",17127,Non-metro counties,N,3670
NE,"DODGE, NE",31053,Non-metro counties,N,9972
TN,"PICKETT, TN",47137,Non-metro counties,Y,538
KY,"OGLE, IL",17141,Non-metro counties,N,1
PR,"LAS PIEDRAS, PR",72085,,N,762
OH,"WOOD, OH",39173,Metro counties,N,33260
PA,"MONTGOMERY, PA",42091,Metro counties,N,167071
PA,"BERKS, PA",42011,Metro counties,N,106720
OH,"PICKAWAY, OH",39129,Metro counties,N,18680
KY,"MASON, KY",21161,Non-metro counties,Y,690
SD,"HARDING, SD",46063,Non-metro counties,Y,64
OH,"ASHLAND, OH",39005,Non-metro counties,N,11828
PA,"UNION, PA",42119,Non-metro counties,Y,2445
NY,"WYOMING, NY",36121,Non-metro counties,N,9100
SD,"MINER, SD",46097,Non-metro counties,Y,153
IA,"MITCHELL, IA",19131,Non-metro counties,N,1411
CO,"ELBERT, CO",08039,Metro counties,Y,867
TX,"JASPER, MS",48241,Non-metro counties,N,1
MO,"OREGON, MO",29149,Non-metro counties,Y,545
IA,"TAMA, IA",19171,Non-metro counties,N,2314
PR,"LAS MARÍAS, PR",72083,,N,180
MT,"SILVER BOW, MT",30093,Non-metro counties,N,6617
WA,"THURSTON, WA",53067,Metro counties,N,54998
TN,"WISE, VA",51195,Non-metro counties,N,17
MO,"HICKORY, MO",29085,Non-metro counties,N,1604
SC,"BARNWELL, SC",45011,Non-metro counties,Y,1088
MT,"ALBANY, WY",56001,Non-metro counties,N,2
GA,"DADE, GA",13083,Metro counties,N,2509
AL,"TUSCALOOSA, AL",01125,Metro counties,Y,5028
AL,"NAVAJO, AL",04017,Non-metro counties,N,1
MT,"DALLAS, IA",19049,Metro counties,N,1
MO,"ST. CLAIR, MO",29185,Non-metro counties,N,1965
OK,"MCCURTAIN, OK",40089,Non-metro counties,Y,1596
SD,"TODD, SD",46121,Non-metro counties,Y,345
WA,"COLUMBIA, WA",53013,Metro counties,Y,163
TX,"IONIA, MI",26067,Non-metro counties,N,2
GA,"BULLOCH, GA",13031,Non-metro counties,Y,1566
KY,"OHIO, IN",18115,Metro counties,N,17
NJ,"BURLINGTON, NJ",34005,Metro counties,Y,19156
DE,"BURLINGTON, NJ",34005,Metro counties,Y,1
AR,"CROSS, AR",05037,Non-metro counties,Y,961
PR,NJ,,,N,5
KS,"LINCOLN, KS",20105,Non-metro counties,Y,195
TN,OK,,,Y,22
AL,"ORANGE, FL",12095,Metro counties,N,9
KY,"TODD, KY",21219,Non-metro counties,Y,294
TX,LA,,,N,905
PR,"GUÁNICA, PR",72055,,N,265
IN,"BARTHOLOMEW, IN",18005,Metro counties,Y,3995
TN,"DOUGLAS, NE",31055,Metro counties,N,5
NM,"CATRON, NM",35003,Non-metro counties,N,369
IA,"HENRY, IA",19087,Non-metro counties,Y,524
KY,"WOLFE, KY",21237,Non-metro counties,N,2894
IA,"WEBSTER, IA",19187,Non-metro counties,Y,925
TX,"HOWARD, MD",48227,Non-metro counties,N,7
TX,"SWISHER, TX",48437,Non-metro counties,N,2261
NC,"SCOTLAND, NC",37165,Non-metro counties,N,10800
IL,"LAWRENCE, IL",17101,Non-metro counties,Y,811
TX,"DALLAS, IA",19049,Metro counties,N,4
DE,FL,,,N,10
AL,"BATES, MO",29013,Metro counties,N,1
AR,"HOWARD, AR",05061,Non-metro counties,Y,754
PR,PR,,,Y,795
IN,"HAMILTON, LA",,,Y,1
CO,"DOUGLAS, CO",08035,Metro counties,Y,10351
MD,"MONTGOMERY, MD",24031,Metro counties,Y,8736
MI,"MONTCALM, MI",26117,Metro counties,N,15859
IA,"HENRY, IA",19087,Non-metro counties,N,3502
KY,"BRACKEN, KY",21023,Metro counties,Y,296
MN,"BELTRAMI, MN",27007,Non-metro counties,N,12129
IN,"DEARBORN, IL",,,N,1
VT,MA,,,N,46
HI,"HAWAII, HI",15001,Non-metro counties,N,21537
AR,"RANKIN, MS",28121,Metro counties,N,4
FL,"MIAMI-DADE, IA",12086,Metro counties,N,1
PR,"MOROVIS, PR",72101,,N,650
TX,OR,,,N,108
PR,PR,,,N,5397
TN,PR,,,N,15
AR,"WALKER, TX",48471,Non-metro counties,Y,1
MN,"ROSEAU, MN",27135,Non-metro counties,Y,748
AL,"GREENE, MS",28041,Non-metro counties,N,18
FL,"ORANGE, FL",12095,Metro counties,Y,34418
AL,"LEE, AL",45061,Non-metro counties,N,480
NM,"CATRON, NM",35003,Non-metro counties,Y,163
IL,"JASPER, IL",17079,Non-metro counties,N,2627
TN,"SHELBY, TX",48419,Non-metro counties,Y,7
PR,"NARANJITO, PR",72105,,N,571
AR,"DUNKLIN, AR",,,N,19
AR,OK,,,N,1298
AL,FL,,,N,10
OR,"LAKE, OR",41037,Non-metro counties,N,1265
TX,"MARSHALL, KY",21157,Non-metro counties,N,2
TX,"UNALLOCATED SOUTH CAROLINA, NM",45000,,N,1
CA,"TEHAMA, CA",06103,Non-metro counties,N,15251
MT,"LOWNDES, GA",13185,Metro counties,N,1
AL,"WILCOX, AL",01131,Non-metro counties,Y,399
NJ,"CUMBERLAND, NJ",34011,Metro counties,Y,6688
MI,"LUCE, MI",26095,Non-metro counties,Y,326
TX,"COLE, MO",29051,Metro counties,N,2
TN,"SHELBY, MS",,,N,5
MO,"CARROLL, MO",29033,Non-metro counties,Y,578
NC,"SCOTLAND, NC",37165,Non-metro counties,Y,2014
TX,"LAKE, IN",18089,Metro counties,N,13
AL,"MARION, TX",48315,Non-metro counties,N,1
VA,VA,,,Y,100
TN,"GENESEE, TN",,,N,1
TN,"DAVIDSON, AZ",,,N,1
TX,"CASTRO, TX",48069,Non-metro counties,Y,316
TN,"MORGAN, TN",47129,Metro counties,N,6474
GA,VA,,,N,133
MD,DC,,,Y,2
GA,VA,,,Y,5
TN,AR,,,Y,183
LA,"RICHLAND, LA",22083,Non-metro counties,N,6883
MO,"MERCER, MO",29129,Non-metro counties,N,637
TX,"DODGE, NE",31053,Non-metro counties,N,1
SD,"JONES, SD",46075,Non-metro counties,Y,64
NM,"INYO, CA",06027,Non-metro counties,Y,1
HI,HI,,,N,97316
KS,UT,,,N,10
LA,"RICHLAND, LA",22083,Non-metro counties,Y,1438
KS,"BUTLER, PA",20015,Metro counties,N,1
IN,"HENDRICKS, TX",,,N,4
KY,"NORTON CITY, VA",51720,Non-metro counties,Y,1
KY,"JESSAMINE, KY",21113,Metro counties,N,11371
KS,"FORD, KS",20057,Non-metro counties,N,10937
TX,"DOÑA ANA, NM",35013,Metro counties,Y,1
FL,"MIAMI-DADE, NC",12086,Metro counties,N,3
TX,"HAWAII, HI",15001,Non-metro counties,N,7
LA,"MOREHOUSE, LA",22067,Non-metro counties,Y,1623
KS,"COWLEY, KS",20035,Non-metro counties,N,10954
AL,"MONTEREY, AL",06053,Metro counties,N,3
MI,"LUCE, MI",26095,Non-metro counties,N,2055
AL,"SHELBY, AL",48419,Non-metro counties,N,4
GA,"BEAUFORT, SC",45013,Metro counties,N,23
TN,GA,,,Y,312
IN,"ST JOSEPH, MA",,,N,5
ME,"PISCATAQUIS, ME",23021,Non-metro counties,Y,711
GA,"ECHOLS, GA",13101,Metro counties,N,821
IN,"FAYETTE, IN",18041,Non-metro counties,Y,1800
CO,"KIT CARSON, CO",08063,Non-metro counties,Y,379
OK,"ADAIR, OK",40001,Non-metro counties,N,8528
AL,"GRADY, AL",13131,Non-metro counties,N,12
GA,"MITCHELL, GA",13205,Non-metro counties,N,4201
IN,"JACKSON, MO",18071,Non-metro counties,N,4
MO,"MCDONALD, MO",29119,Metro counties,N,5363
VT,"CHESHIRE, NH",33005,Non-metro counties,Y,65
MS,"CLAY, MS",28025,Non-metro counties,N,229
IN,"OHIO, IN",18115,Metro counties,Y,249
GA,"OGLETHORPE, GA",13221,Metro counties,N,2094
VA,"LYNCHBURG CITY, VA",51680,Metro counties,Y,3370
MS,"GRENADA, MS",28043,Non-metro counties,Y,129
OH,LA,,,Y,1
TX,GA,,,N,334
KY,"JACKSON, KY",21109,Non-metro counties,Y,590
IN,"GREENE, IN",18055,Non-metro counties,N,7983
FL,"ORANGE, VA",12095,Metro counties,N,5
NY,"ROCKLAND, NY",36087,Metro counties,Y,14586
PR,"SAN LORENZO, PR",72129,,Y,228
WI,"CLARK, WI",55019,Non-metro counties,N,6713
MN,"ROSEAU, MN",27135,Non-metro counties,N,4303
SC,"LEE, SC",45061,Non-metro counties,Y,1015
GA,"BARROW, GA",13013,Metro counties,N,18609
TX,"MIDLAND, MI",48329,Metro counties,N,4
AL,"BELL, TX",48027,Metro counties,Y,1
CA,"INYO, CA",06027,Non-metro counties,N,5005
VI,AK,,,N,4
FL,"PASCO, FL",12101,Metro counties,Y,20612
PR,"CIALES, PR",72039,,N,369
GA,AR,,,N,22
GA,"HABERSHAM, GA",13137,Non-metro counties,Y,1398
KY,"GREENUP, KY",21089,Metro counties,N,10430
AL,"WILCOX, AL",01131,Non-metro counties,N,3082
TN,"SMITH, TN",47159,Metro counties,Y,1049
NM,"DOÑA ANA, NM",35013,Metro counties,Y,6383
AL,"JEFFERSON, TN",47089,Metro counties,Y,2
VT,"FRANKLIN, ME",23007,Non-metro counties,N,3
TN,"TODD, KY",21219,Non-metro counties,Y,16
AL,"HIDALGO, TX",48215,Metro counties,N,7
FL,"PASCO, ID",12101,Metro counties,N,1
KY,FL,,,Y,10
TX,WV,,,N,26
VA,"VIRGINIA BEACH CITY, VA",51810,Metro counties,N,98527
OR,"LAKE, OR",41037,Non-metro counties,Y,387
TX,"WILBARGER, TX",48487,Non-metro counties,Y,70
TX,"TITUS, TX",48449,Non-metro counties,Y,410
NM,"GREENLEE, AZ",04011,Non-metro counties,N,1
TN,FL,,,Y,430
AR,"CADDO PARISH, LA",,,N,10
MO,"BATES, MO",29013,Metro counties,N,3546
VA,"SAN BERNARDINO, CA",06071,Metro counties,N,1
AL,"DALE, AL",01045,Non-metro counties,N,14600
GA,"LOWNDES, GA",13185,Metro counties,Y,3742
TN,"JEFFERSON, LA",22051,Metro counties,N,5
IN,"GRANT, AR",05053,Metro counties,N,2
IN,"MARION, AZ",,,N,15
IN,"SHELBY, FL",,,N,2
IN,"MARION, WI",18097,Metro counties,N,1
TX,"OLDHAM, TX",48359,Metro counties,Y,62
AL,"ORANGE, AL",12095,Metro counties,N,13
ID,"BLAINE, ID",16013,Non-metro counties,Y,1181
IN,"LAKE, WI",,,N,3
IN,"ELKHART, CA",,,N,5
TN,"MONROE, AR",05095,Non-metro counties,N,3
CO,"BROOMFIELD, CO",08014,Metro counties,N,16197
TX,"HIDALGO, TX",48215,Metro counties,Y,8116
GA,LA,,,N,84
IN,"ELKHART, TX",,,N,8
TN,LA,,,Y,65
CO,CO,,,N,6086
IA,"POCAHONTAS, IA",19151,Non-metro counties,Y,220
TN,"KNOX, CA",,,N,1
TN,CT,,,Y,12
VT,"WINDHAM, NJ",,,N,4
IN,"DELAWARE, DE",,,Y,1
TN,"RICHMOND, VA",51159,Non-metro counties,N,1
SC,"FLORENCE, SC",45041,Metro counties,N,43142
OH,OH,,,N,12880
KS,"KEARNY, KS",20093,Non-metro counties,N,1139
AL,"GILES, AL",47055,Non-metro counties,N,50
TX,"ZAVALA, TX",48507,Non-metro counties,N,4328
KY,TN,,,N,61
GA,NC,,,N,310
IN,"VANDERBURGH, GA",,,N,1
IN,"MONROE, MN",18105,Metro counties,N,1
GA,"COFFEE, AL",01031,Non-metro counties,N,1
DE,MD,,,Y,26
TN,"DICKSON, TN",47043,Metro counties,N,17157
TX,"WILLIAMSON, TX",48491,Metro counties,Y,1097
IA,"BUENA VISTA, IA",19021,Non-metro counties,Y,468
AL,"LOS ANGELES, CA",06037,Metro counties,N,32
AR,MO,,,N,569
IN,"PERRY, GA",,,N,1
GU,"GUAM, MP",,,N,1
KY,"MAGOFFIN, KY",21153,Non-metro counties,N,3768
PR,"COOK, IL",17031,Metro counties,N,5
TX,"GRAYSON, TX",48181,Metro counties,Y,15
KS,"LINCOLN, OK",20105,Non-metro counties,N,2
IA,"JASPER, IA",19099,Non-metro counties,Y,889
GA,"PIKE, GA",13231,Metro counties,N,3999
GU,GU,,,N,23621
NM,NM,,,N,12265
WI,"BUFFALO, WI",55011,Non-metro counties,Y,644
GA,"FLOYD, IN",18043,Metro counties,N,1
TX,"PACIFIC, WA",53049,Non-metro counties,N,3
TN,"OBION, KY",,,N,2
VI,NY,,,N,60
VT,"PISCATAQUIS, ME",23021,Non-metro counties,Y,1
IL,"JACKSON, IL",17077,Metro counties,N,17961
ID,"MADISON, ID",16065,Non-metro counties,Y,852
NJ,"BERGEN, NJ",34003,Metro counties,Y,48475
IA,"STORY, IA",19169,Metro counties,N,12373
ND,"WALSH, ND",38099,Non-metro counties,Y,851
AL,"JACKSON, AL",28059,Metro counties,N,78
VA,"ROCKBRIDGE, VA",51163,Non-metro counties,Y,933
IN,"GRANT, CO",,,Y,1
CA,"SACRAMENTO, CA",06067,Metro counties,Y,43132
IN,"HUNTINGTON, TN",,,N,2
IN,"VIGO, CA",,,N,6
IN,"ELKHART, FL",,,Y,7
KS,"POTTAWATOMIE, KS",20149,Metro counties,N,6021
TX,"SAN SABA, TX",48411,Non-metro counties,Y,44
AR,"HOT SPRING, AR",05059,Non-metro counties,N,11384
NM,"HIDALGO, NM",35023,Non-metro counties,N,1174
KS,"PHILLIPS, KS",20147,Non-metro counties,Y,438
TN,"PULASKI, TN",,,Y,2
ND,"WELLS, ND",38103,Non-metro counties,Y,365
DE,OH,,,N,4
AL,"GILES, TN",47055,Non-metro counties,N,16
OR,WA,,,N,142
GA,WA,,,Y,6
DE,PA,,,Y,25
NY,"UNALLOCATED NEW YORK, NY",36000,,Y,3
TN,"WILLIAMSON, MI",,,N,1
VA,"FREDERICKSBURG CITY, VA",51630,Metro counties,N,5728
UT,"GARFIELD, UT",49017,Non-metro counties,N,798
GA,"MONROE, GA",13207,Metro counties,N,4931
VA,"HARRISONBURG CITY, VA",51660,Metro counties,Y,1462
KY,IN,,,Y,26
KY,IL,,,N,38
KY,"LINCOLN, KY",21137,Non-metro counties,N,6012
KS,"MONTGOMERY, KS",20125,Non-metro counties,Y,1722
KS,"DICKINSON, KS",20041,Non-metro counties,N,4840
IN,"JEFFERSON, MD",,,N,1
AR,TN,,,Y,18
FL,"TAYLOR, FL",12123,Non-metro counties,Y,688
VT,"WASHINGTON, VT",50023,Non-metro counties,Y,1771
TX,"BERGEN, NJ",34003,Metro counties,N,246
NE,"PAWNEE, NE",31133,Non-metro counties,Y,77
TN,TN,,,Y,9047
WI,"BUFFALO, WI",55011,Non-metro counties,N,3212
GA,"PEACH, GA",13225,Metro counties,Y,856
NC,"JONES, NC",37103,Metro counties,Y,686
AL,"MADISON, GA",13195,Metro counties,Y,1
VI,MS,,,N,8
VT,"BENNINGTON, MA",,,N,5
VI,CT,,,Y,1
KS,"POTTAWATOMIE, KS",20149,Metro counties,Y,1023
GA,"JASPER, GA",13159,Metro counties,N,2495
WY,"CROOK, WY",56011,Non-metro counties,Y,345
IN,"DEARBORN, KY",,,N,1
VT,"FRANKLIN, VT",50011,Metro counties,N,9580
MS,"YAZOO, MS",28163,Metro counties,Y,91
TX,NC,,,Y,2
MT,"OSCEOLA, FL",12097,Metro counties,N,3
KS,DE,,,N,6
IL,"MCHENRY, IL",17111,Metro counties,N,87819
IA,"JASPER, IA",19099,Non-metro counties,N,4885
AR,"LOS ANGELES, CA",06037,Metro counties,N,31
TX,NY,,,N,1045
SD,SD,,,Y,35
DC,"DISTRICT OF COLUMBIA, DC",11001,Metro counties,Y,10694
WY,"LARAMIE, WY",56021,Metro counties,N,27131
DE,PA,,,N,320
IN,"VERMILLION, IN",18165,Metro counties,Y,860
AR,"HOWELL, MO",29091,Non-metro counties,Y,8
MN,"KOOCHICHING, MN",27071,Non-metro counties,Y,772
TN,NC,,,N,798
GU,TN,,,N,1
VA,"LUNENBURG, VA",51111,Non-metro counties,N,2744
FL,"PASCO, MI",12101,Metro counties,Y,2
AR,TN,,,N,89
OK,"CLEVELAND, OK",40027,Metro counties,N,87722
IN,"HENDRICKS, IN",18063,Metro counties,Y,6687
TN,"GILES, TN",47055,Non-metro counties,Y,1945
TN,"MONTGOMERY, TN",47125,Metro counties,N,57891
AL,ME,,,N,4
KS,WA,,,N,14
KS,MO,,,Y,60
PR,DE,,,N,2
TX,"FRANKLIN, LA",22041,Non-metro counties,N,5
ID,"BANNOCK, ID",16005,Metro counties,N,21098
NM,"WICHITA, TX",48485,Metro counties,N,2
CA,"LOS ANGELES, CA",06037,Metro counties,Y,363729
SC,"NEWBERRY, SC",45071,Non-metro counties,Y,2580
VI,NE,,,N,3
PR,"JAYUYA, PR",72073,,N,144
KS,"SCOTT, KS",20171,Non-metro counties,N,1240
AR,NC,,,Y,3
MT,"DAVIS, UT",49011,Metro counties,N,4
KS,IL,,,N,56
KY,OH,,,Y,7
KS,WA,,,Y,1
IA,"SAC, IA",19161,Non-metro counties,Y,348
GU,"NORTHERN MARIANA ISLANDS, GU",,,N,6
DE,MD,,,N,351
TN,IN,,,Y,81
AL,"TALLAHATCHIE, AL",28135,Non-metro counties,N,1
GA,"FRESNO, CA",06019,Metro counties,N,2
VI,"ST. JOHN ISLAND, VI",78020,,Y,21
AL,"ATLANTIC, AL",34001,Metro counties,N,1
MT,"PETROLEUM, MT",30069,Non-metro counties,Y,12
OH,AZ,,,Y,1
CO,"OTERO, CO",08089,Non-metro counties,Y,962
OH,"STARK, OH",39151,Metro counties,Y,18440
IN,"WHITLEY, IN",18183,Metro counties,N,9478
NY,"CHENANGO, NY",36017,Non-metro counties,N,10502
AL,"PENOBSCOT, AL",23019,Metro counties,N,1
TX,"FANNIN, TX",48147,Non-metro counties,N,6959
IA,"SCOTT, IA",19163,Metro counties,Y,3266
AL,"FAIRFAX, VA",51059,Metro counties,N,13
TX,"FRESNO, CA",06019,Metro counties,N,16
KY,"LEE, KY",21129,Non-metro counties,Y,403
AL,"FRESNO, AL",06019,Metro counties,N,3
AL,"UNALLOCATED KENTUCKY, KY",21000,,N,8
NY,"FRANKLIN, NY",36033,Non-metro counties,N,12742
KY,"EDMONSON, KY",21061,Metro counties,N,2587
SC,"GREENVILLE, SC",45045,Metro counties,Y,28045
AL,"FAIRFAX, AL",51059,Metro counties,N,6
TX,"CLALLAM, WA",53009,Non-metro counties,N,3
MD,"CARROLL, MD",24013,Metro counties,N,38834
MS,"OKTIBBEHA, MS",28105,Non-metro counties,N,551
AR,"WILSON, TN",47189,Metro counties,N,4
VT,"PALM BEACH, FL",12099,Metro counties,Y,3
VT,"PALM BEACH, FL",12099,Metro counties,N,11
NE,"CUMING, NE",31039,Non-metro counties,N,1532
AR,"MILLER, AR",05091,Metro counties,N,9711
IN,"UNALLOCATED INDIANA, IN",18000,,N,655
KS,LA,,,N,13
MT,"WALLA WALLA, WA",53071,Metro counties,Y,1
KY,"FLOYD, KY",21071,Non-metro counties,Y,2138
TX,"GREENVILLE, SC",45045,Metro counties,N,15
MI,"JACKSON, MI",26075,Metro counties,N,46049
NY,"RENSSELAER, NY",36083,Metro counties,Y,5405
TN,"ARLINGTON, VA",51013,Metro counties,N,5
NM,"MONTEZUMA, CO",08083,Non-metro counties,N,91
OH,"MEDINA, OH",39103,Metro counties,Y,8153
NM,"VIRGINIA BEACH CITY, VA",51810,Metro counties,N,1
CA,"TRINITY, CA",06105,Non-metro counties,Y,457
TX,"NESHOBA, MS",28099,Non-metro counties,N,3
FL,"VOLUSIA, FL",12127,Metro counties,N,81236
CO,"YUMA, CO",08125,Non-metro counties,Y,465
FL,"PALM BEACH, NY",12099,Metro counties,N,7
MT,"LAPEER, MI",26087,Metro counties,Y,1
NC,"CARTERET, NC",37031,Non-metro counties,Y,4127
GA,"LIMESTONE, TX",48293,Non-metro counties,N,1
WV,"SUMMERS, WV",54089,Non-metro counties,N,18
TX,"ONONDAGA, NY",36067,Metro counties,N,7
MT,"VIRGINIA BEACH CITY, VA",51810,Metro counties,N,2
SD,"BUTTE, SD",46019,Non-metro counties,N,2501
IN,"ORANGE, IN",18117,Non-metro counties,Y,1088
FL,"VOLUSIA, TX",12127,Metro counties,N,1
IA,"DICKINSON, IA",19059,Non-metro counties,N,2401
GU,"LOS ANGELES, GU",,,N,1
TX,"COTTLE, TX",48101,Non-metro counties,N,365
UT,"BOX ELDER, UT",49003,Metro counties,N,13938
AR,"ASHLEY, AR",05003,Non-metro counties,N,5056
NM,"PROVIDENCE, RI",44007,Metro counties,N,2
WI,"MILWAUKEE, WI",55079,Metro counties,Y,28602
MI,"LAPEER, MI",26087,Metro counties,Y,3762
IN,"DECATUR, IN",18031,Non-metro counties,N,6970
AL,"PIERCE, WA",53053,Metro counties,N,5
AK,"DILLINGHAM, AK",02070,Non-metro counties,Y,161
KY,"UNALLOCATED KENTUCKY, KY",21000,,Y,793
TN,"COLBERT, TN",,,Y,1
IN,"UNION, NC",37179,Metro counties,N,3
AZ,AZ,,,Y,2
CA,"RIVERSIDE, CA",06065,Metro counties,Y,81101
IN,"VANDERBURGH, PA",,,N,2
GA,"QUITMAN, GA",13239,Non-metro counties,N,417
WV,"BROOKE, WV",54009,Metro counties,N,78
IN,"UNALLOCATED INDIANA, IN",18000,,Y,235
FL,"PALM BEACH, CA",12099,Metro counties,N,3
TX,"WYOMING, PA",42131,Metro counties,N,1
VA,"FAIRFAX, VA",51059,Metro counties,Y,21491
NM,"UNALLOCATED ARIZONA, AZ",04000,,N,6
NJ,"ATLANTIC, NJ",34001,Metro counties,Y,13877
TN,"KOSCIUSKO, IN",18085,Non-metro counties,N,1
TN,"KNOX, GA",,,N,3
NY,"LEWIS, NY",36049,Non-metro counties,Y,1142
TN,"BLEDSOE, TN",47007,Non-metro counties,N,4679
KS,"CLAY, KS",20027,Non-metro counties,Y,561
NY,"GREENE, NY",36039,Non-metro counties,N,10523
AL,"CONTRA COSTA, AL",06013,Metro counties,N,2
TX,"LOUDON, TN",47105,Metro counties,N,5
VI,"ARROYO, PR",72015,,N,1
IL,"GREENE, IL",17061,Non-metro counties,N,3570
AR,"MAYES, OK",40097,Non-metro counties,N,86
MO,"ATCHISON, MO",29005,Non-metro counties,N,1381
WV,"PUTNAM, WV",54079,Metro counties,Y,43
LA,"ALLEN, LA",22003,Non-metro counties,N,7767
AR,"NEVADA, AR",05099,Non-metro counties,N,2236
GA,"LINCOLN, GA",13181,Metro counties,N,1169
TN,"COLLIER, FL",12021,Metro counties,N,5
TX,"KENT, RI",44003,Metro counties,N,3
MN,"HENNEPIN, MN",27053,Metro counties,Y,42855
KS,"GOVE, KS",20063,Non-metro counties,Y,201
GA,"EFFINGHAM, GA",13103,Metro counties,N,13089
AL,"ETOWAH, AL",01055,Metro counties,N,29931
SC,"DILLON, SC",45033,Non-metro counties,Y,1777
SD,"LAWRENCE, SD",46081,Non-metro counties,Y,1573
AL,"BOYLE, AL",21021,Non-metro counties,N,2
TX,"WEBB, TX",48479,Metro counties,N,80322
TX,"GUILFORD, NC",37081,Metro counties,N,12
GA,"CRAWFORD, GA",13079,Metro counties,Y,331
LA,"RED RIVER, LA",22081,Non-metro counties,N,2100
CO,"LA PLATA, CO",08067,Non-metro counties,N,13728
GA,"GLASCOCK, GA",13125,Non-metro counties,N,407
KS,"WASHINGTON, KS",20201,Non-metro counties,N,1282
GA,"ELBERT, GA",13105,Non-metro counties,N,2038
MT,"WIBAUX, MT",30109,Non-metro counties,Y,101
AL,"WASHINGTON, AL",12133,Non-metro counties,N,30
AR,"MILLER, TX",,,N,1
IA,"HOWARD, IA",19089,Non-metro counties,N,1068
MO,"OSAGE, MO",29151,Metro counties,N,3057
PR,"CAMUY, PR",72027,,N,750
TX,"SABINE, TX",48403,Non-metro counties,N,1439
ID,"BUTTE, ID",16023,Metro counties,Y,114
GA,"ATKINSON, GA",13003,Non-metro counties,Y,198
TN,"LEE, VA",51105,Non-metro counties,N,9
VT,"CONTRA COSTA, CA",06013,Metro counties,N,2
MI,"CLINTON, MI",26037,Metro counties,N,23638
WI,"DODGE, WI",55027,Non-metro counties,Y,4320
KS,"BARTON, KS",20009,Non-metro counties,N,6131
MO,"WORTH, MO",29227,Non-metro counties,Y,146
AL,"ANGELINA, TX",48005,Non-metro counties,N,1
TX,"MERRICK, NE",31121,Metro counties,Y,2
AR,"CLINTON, MI",26037,Metro counties,N,1
MS,"CLARKE, MS",28023,Non-metro counties,N,212
SD,"JACKSON, SD",46071,Non-metro counties,Y,149
TX,"HARTLEY, TX",48205,Non-metro counties,Y,225
MO,"HENRY, MO",29083,Non-metro counties,N,5644
PR,"SANTA ISABEL, PR",72133,,Y,151
KY,"MORGAN, KY",21175,Non-metro counties,N,3823
GA,"LAMAR, GA",13171,Metro counties,N,3892
AR,"KING, WA",53033,Metro counties,N,6
KY,"LAWRENCE, KY",21127,Non-metro counties,N,3988
TX,"WESTCHESTER, NY",36119,Metro counties,N,28
PR,"CAMUY, PR",72027,,Y,169
SC,"YORK, SC",45091,Metro counties,Y,11295
TN,"CAMPBELL, TN",47013,Metro counties,Y,2555
FL,"COLLIER, FL",12021,Metro counties,Y,15327
GA,"COFFEE, GA",13069,Non-metro counties,Y,1185
GA,"TELFAIR, GA",13271,Non-metro counties,Y,482
TX,"NEW YORK, NY",36061,Metro counties,N,103
IN,"PUTNAM, PA",,,N,1
KS,"WASHINGTON, KS",20201,Non-metro counties,Y,327
GA,"PULASKI, GA",13235,Metro counties,Y,352
MT,"FALLON, MT",30025,Non-metro counties,Y,129
PR,"NAGUABO, PR",72103,,N,533
AL,"CLARKE, AL",28023,Non-metro counties,N,8
TX,"WASHINGTON, UT",49053,Metro counties,N,10
AL,"COLLIN, TX",48085,Metro counties,N,17
OK,"MAYES, OK",40097,Non-metro counties,Y,2081
OK,"HARPER, OK",40059,Non-metro counties,Y,211
WI,"DOOR, WI",55029,Non-metro counties,Y,1873
MO,"ATCHISON, MO",29005,Non-metro counties,Y,429
AR,"PARKER, TX",48367,Metro counties,N,5
MO,"BUCHANAN, MO",29021,Metro counties,N,24936
IN,"WILKES, IN",37193,Non-metro counties,N,2
KS,"LINN, KS",20107,Metro counties,N,2841
CO,"CONEJOS, CO",08021,Non-metro counties,N,1811
TX,"UNICOI, TN",47171,Metro counties,N,1
GA,"ATKINSON, GA",13003,Non-metro counties,N,1692
TN,"SHELBY, MS",,,Y,1
MO,"CALLAWAY, MO",29027,Metro counties,N,12534
ID,"CARIBOU, ID",16029,Non-metro counties,Y,318
KY,"ANDERSON, SC",45007,Metro counties,N,1
MO,"GASCONADE, MO",29073,Non-metro counties,N,3110
IA,"CERRO GORDO, IA",19033,Non-metro counties,N,6192
ND,"DICKEY, ND",38021,Non-metro counties,N,1382
VA,"SCOTT, VA",51169,Metro counties,N,5989
VA,"LEE, VA",51105,Non-metro counties,N,6861
TX,"CAMDEN, NJ",34007,Metro counties,N,6
MT,"FORSYTH, GA",13117,Metro counties,N,1
GA,"MCINTOSH, GA",13191,Metro counties,N,1843
MS,"NEWTON, MS",28101,Non-metro counties,N,394
