"Notes	""State of Residence""	""State of Residence Code""	""County of Residence""	""County of Residence Code""	""Mother's Pre-pregnancy BMI""	""Mother's Pre-pregnancy BMI Code""	""Pre-pregnancy Hypertension""	""Pre-pregnancy Hypertension Code""	""Year""	""Year Code""	Births"
" CO""	""08059""	""Normal 18.5-24.9""	""2""	""No""	""2""	""2020""	""2020""	203"
" CO""	""08059""	""Normal 18.5-24.9""	""2""	""No""	""2""	""2021""	""2021""	166"
" CO""	""08059""	""Overweight 25.0-29.9""	""3""	""No""	""2""	""2020""	""2020""	95"
" CO""	""08059""	""Overweight 25.0-29.9""	""3""	""No""	""2""	""2021""	""2021""	118"
" CO""	""08069""	""Normal 18.5-24.9""	""2""	""No""	""2""	""2020""	""2020""	146"
" CO""	""08069""	""Normal 18.5-24.9""	""2""	""No""	""2""	""2021""	""2021""	147"
" CO""	""08069""	""Overweight 25.0-29.9""	""3""	""No""	""2""	""2020""	""2020""	73"
" CO""	""08069""	""Overweight 25.0-29.9""	""3""	""No""	""2""	""2021""	""2021""	66"
" CO""	""08077""	""Normal 18.5-24.9""	""2""	""No""	""2""	""2020""	""2020""	63"
" CO""	""08077""	""Normal 18.5-24.9""	""2""	""No""	""2""	""2021""	""2021""	63"
" CO""	""08077""	""Overweight 25.0-29.9""	""3""	""No""	""2""	""2020""	""2020""	52"
" CO""	""08077""	""Overweight 25.0-29.9""	""3""	""No""	""2""	""2021""	""2021""	57"
" CO""	""08101""	""Underweight <18.5""	""1""	""No""	""2""	""2020""	""2020""	12"
" CO""	""08101""	""Underweight <18.5""	""1""	""No""	""2""	""2021""	""2021""	13"
" CO""	""08101""	""Normal 18.5-24.9""	""2""	""No""	""2""	""2020""	""2020""	94"
" CO""	""08101""	""Normal 18.5-24.9""	""2""	""No""	""2""	""2021""	""2021""	88"
" CO""	""08101""	""Overweight 25.0-29.9""	""3""	""No""	""2""	""2020""	""2020""	69"
" CO""	""08101""	""Overweight 25.0-29.9""	""3""	""No""	""2""	""2021""	""2021""	69"
" CO""	""08123""	""Underweight <18.5""	""1""	""No""	""2""	""2021""	""2021""	22"
" CO""	""08123""	""Normal 18.5-24.9""	""2""	""No""	""2""	""2020""	""2020""	161"
" CO""	""08123""	""Normal 18.5-24.9""	""2""	""No""	""2""	""2021""	""2021""	160"
" CO""	""08123""	""Overweight 25.0-29.9""	""3""	""No""	""2""	""2020""	""2020""	127"
" CO""	""08123""	""Overweight 25.0-29.9""	""3""	""No""	""2""	""2021""	""2021""	140"
" CO""	""08999""	""Underweight <18.5""	""1""	""No""	""2""	""2020""	""2020""	20"
" CO""	""08999""	""Underweight <18.5""	""1""	""No""	""2""	""2021""	""2021""	28"
" CO""	""08999""	""Normal 18.5-24.9""	""2""	""No""	""2""	""2020""	""2020""	333"
" CO""	""08999""	""Normal 18.5-24.9""	""2""	""No""	""2""	""2021""	""2021""	335"
" CO""	""08999""	""Overweight 25.0-29.9""	""3""	""No""	""2""	""2020""	""2020""	203"
" CO""	""08999""	""Overweight 25.0-29.9""	""3""	""No""	""2""	""2021""	""2021""	219"
" CT""	""09001""	""Underweight <18.5""	""1""	""No""	""2""	""2020""	""2020""	36"
" CT""	""09001""	""Underweight <18.5""	""1""	""No""	""2""	""2021""	""2021""	36"
" CT""	""09001""	""Normal 18.5-24.9""	""2""	""No""	""2""	""2020""	""2020""	482"
" CT""	""09001""	""Normal 18.5-24.9""	""2""	""No""	""2""	""2021""	""2021""	524"
" CT""	""09001""	""Overweight 25.0-29.9""	""3""	""Yes""	""1""	""2021""	""2021""	12"
" CT""	""09001""	""Overweight 25.0-29.9""	""3""	""No""	""2""	""2020""	""2020""	415"
" CT""	""09001""	""Overweight 25.0-29.9""	""3""	""No""	""2""	""2021""	""2021""	444"
" CT""	""09003""	""Underweight <18.5""	""1""	""No""	""2""	""2020""	""2020""	37"
" CT""	""09003""	""Underweight <18.5""	""1""	""No""	""2""	""2021""	""2021""	66"
" CT""	""09003""	""Normal 18.5-24.9""	""2""	""No""	""2""	""2020""	""2020""	522"
" CT""	""09003""	""Normal 18.5-24.9""	""2""	""No""	""2""	""2021""	""2021""	656"
" CT""	""09003""	""Overweight 25.0-29.9""	""3""	""Yes""	""1""	""2021""	""2021""	10"
" CT""	""09003""	""Overweight 25.0-29.9""	""3""	""No""	""2""	""2020""	""2020""	483"
" CT""	""09003""	""Overweight 25.0-29.9""	""3""	""No""	""2""	""2021""	""2021""	580"
" CT""	""09005""	""Normal 18.5-24.9""	""2""	""No""	""2""	""2020""	""2020""	72"
" CT""	""09005""	""Normal 18.5-24.9""	""2""	""No""	""2""	""2021""	""2021""	89"
" CT""	""09005""	""Overweight 25.0-29.9""	""3""	""No""	""2""	""2020""	""2020""	74"
" CT""	""09005""	""Overweight 25.0-29.9""	""3""	""No""	""2""	""2021""	""2021""	85"
" CT""	""09007""	""Normal 18.5-24.9""	""2""	""No""	""2""	""2020""	""2020""	63"
" CT""	""09007""	""Normal 18.5-24.9""	""2""	""No""	""2""	""2021""	""2021""	91"
" CT""	""09007""	""Overweight 25.0-29.9""	""3""	""No""	""2""	""2020""	""2020""	44"
" CT""	""09007""	""Overweight 25.0-29.9""	""3""	""No""	""2""	""2021""	""2021""	70"
" CT""	""09009""	""Underweight <18.5""	""1""	""No""	""2""	""2020""	""2020""	33"
